date,cash,ticker,activity,interest ticker
2020-05-19 09:00:00,1000000,,,[]
2020-05-20 09:00:00,1000000,,,[]
2020-05-21 09:00:00,1000000,,,[]
2020-05-22 09:00:00,1000000,,,[]
2020-05-23 09:00:00,1000000,,,[]
2020-05-24 09:00:00,1000000,,,[]
2020-05-25 09:00:00,1000000,KRW-ARDR,buy,['KRW-ARDR']
2020-05-26 09:00:00,1000000,KRW-ARDR,,"['KRW-ARDR', 'KRW-IQ']"
2020-05-27 09:00:00,1000000,KRW-ARDR,,['KRW-ARDR']
2020-05-28 09:00:00,1000000,KRW-ARDR,,"['KRW-ARDR', 'KRW-IQ', 'KRW-QKC']"
2020-05-29 09:00:00,1000000,KRW-ARDR,,['KRW-ARDR']
2020-05-30 09:00:00,1000000,KRW-ARDR,,['KRW-ARDR']
2020-05-31 09:00:00,1000000,KRW-ARDR,,['KRW-ARDR']
2020-06-01 09:00:00,1000000,KRW-ARDR,,"['KRW-ARDR', 'KRW-ORBS']"
2020-06-02 09:00:00,1000000,KRW-ARDR,,['KRW-ARDR']
2020-06-03 09:00:00,1000000,KRW-ARDR,,"['KRW-ARDR', 'KRW-QKC', 'KRW-ANKR']"
2020-06-04 09:00:00,1000000,KRW-ARDR,,"['KRW-ARDR', 'KRW-ANKR', 'KRW-ORBS']"
2020-06-05 09:00:00,1000000,KRW-ARDR,,"['KRW-ARDR', 'KRW-ANKR']"
2020-06-06 09:00:00,1000000,KRW-ARDR,,"['KRW-ARDR', 'KRW-ANKR']"
2020-06-07 09:00:00,1000000,KRW-ARDR,,"['KRW-ARDR', 'KRW-ORBS']"
2020-06-08 09:00:00,1000000,KRW-ARDR,,['KRW-ARDR']
2020-06-09 09:00:00,1000000,KRW-ARDR,,['KRW-ARDR']
2020-06-10 09:00:00,1000000,KRW-ARDR,,['KRW-ARDR']
2020-06-11 09:00:00,1000000,KRW-ARDR,,['KRW-ARDR']
2020-06-12 09:00:00,1000000,KRW-ARDR,,"['KRW-ARDR', 'KRW-POLYX', 'KRW-ANKR', 'KRW-ORBS']"
2020-06-13 09:00:00,1000000,KRW-ARDR,,"['KRW-ARDR', 'KRW-POLYX', 'KRW-QKC', 'KRW-ANKR']"
2020-06-14 09:00:00,1000000,KRW-ARDR,,"['KRW-ARDR', 'KRW-ANKR']"
